                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    157,                0.85566,                0.16391,                0.95921,                0.76041,                0.78261,                0.78228,                0.46112,                 1.4094,                0.20984,                0.90978,               0.004852,               0.004852,               0.004852
                    158,                0.79558,                 0.1531,                0.94072,                  0.693,                0.76881,                0.73878,                 0.4499,                 1.3904,                0.20916,                0.90551,               0.004819,               0.004819,               0.004819
                    159,                0.85179,                0.15908,                 0.9607,                0.76715,                0.73913,                0.74111,                0.40383,                 1.5044,                 0.2202,                0.91431,               0.004786,               0.004786,               0.004786
                    160,                 0.8312,                0.15965,                0.94901,                0.64886,                0.81159,                0.71362,                 0.4117,                 1.4777,                0.21971,                0.92627,               0.004753,               0.004753,               0.004753
                    161,                0.86891,                0.16197,                0.96629,                0.67181,                0.75362,                0.69442,                0.40426,                 1.4703,                0.22733,                 0.9207,                0.00472,                0.00472,                0.00472
                    162,                0.86413,                0.15926,                0.95791,                0.76392,                0.77536,                0.71698,                0.39644,                 1.4823,                0.22565,                0.92636,               0.004687,               0.004687,               0.004687
                    163,                0.85524,                0.15715,                0.95901,                0.75089,                0.72083,                0.68959,                0.39502,                 1.5014,                0.23002,                0.92158,               0.004654,               0.004654,               0.004654
                    164,                0.84238,                 0.1574,                 0.9589,                0.74552,                0.78986,                 0.7405,                0.44033,                 1.4153,                0.21718,                0.89954,               0.004621,               0.004621,               0.004621
                    165,                0.81254,                0.15281,                0.95273,                0.75437,                0.76812,                0.75564,                 0.4232,                 1.4888,                0.22023,                0.91552,               0.004588,               0.004588,               0.004588
                    166,                0.81444,                0.15342,                0.95106,                0.72494,                0.76812,                 0.7517,                0.43698,                 1.4195,                0.21001,                0.90993,               0.004555,               0.004555,               0.004555
                    167,                0.82143,                 0.1551,                0.95585,                0.74159,                0.80435,                0.76627,                0.43565,                 1.3944,                0.20809,                0.90647,               0.004522,               0.004522,               0.004522
                    168,                0.82863,                0.15112,                0.95552,                0.76115,                0.76087,                0.76126,                0.40681,                  1.602,                0.21463,                0.93861,               0.004489,               0.004489,               0.004489
                    169,                0.83271,                0.14928,                 0.9571,                0.65235,                0.80227,                0.73766,                0.43285,                 1.4759,                0.20922,                0.92868,               0.004456,               0.004456,               0.004456
                    170,                0.82786,                0.15329,                0.95691,                0.74914,                0.74638,                0.76325,                0.45078,                  1.413,                0.20585,                0.91225,               0.004423,               0.004423,               0.004423
                    171,                0.81839,                 0.1541,                 0.9546,                0.68537,                0.82609,                0.75238,                0.43225,                  1.459,                0.20978,                0.91171,                0.00439,                0.00439,                0.00439
                    172,                0.81967,                0.15268,                0.96175,                0.69297,                0.81776,                0.77109,                0.44657,                 1.4319,                0.20492,                0.91838,               0.004357,               0.004357,               0.004357
                    173,                0.84765,                0.17427,                0.94828,                 0.7597,                0.76087,                0.76699,                0.45479,                 1.4105,                0.20351,                0.90785,               0.004324,               0.004324,               0.004324
                    174,                0.83254,                0.15436,                0.95531,                0.80141,                0.76812,                0.78848,                0.46872,                 1.3381,                0.20075,                 0.9026,               0.004291,               0.004291,               0.004291
                    175,                0.80716,                0.14959,                0.93884,                0.77971,                0.73188,                0.76475,                0.46279,                 1.3976,                0.20125,                0.91296,               0.004258,               0.004258,               0.004258
                    176,                0.80163,                 0.1453,                0.95552,                0.70616,                0.81159,                0.73178,                0.43621,                 1.4343,                0.21634,                0.89646,               0.004225,               0.004225,               0.004225
                    177,                0.78896,                 0.1468,                0.93772,                0.71212,                0.76812,                0.74282,                0.42259,                 1.5022,                 0.2161,                0.90934,               0.004192,               0.004192,               0.004192
                    178,                0.82146,                0.14649,                0.95733,                0.80343,                0.74046,                0.77225,                 0.4353,                 1.4101,                0.20817,                0.89861,               0.004159,               0.004159,               0.004159
                    179,                0.80911,                0.14985,                0.94633,                0.78343,                0.78261,                0.75932,                0.43146,                 1.4307,                0.21165,                0.90279,               0.004126,               0.004126,               0.004126
                    180,                0.81376,                0.15227,                 0.9521,                0.77072,                0.80435,                 0.7671,                0.44996,                 1.4046,                0.20818,                0.90609,               0.004093,               0.004093,               0.004093
                    181,                0.80371,                0.15136,                 0.9496,                0.73317,                0.81159,                0.75637,                0.44202,                 1.4681,                0.20848,                0.90097,                0.00406,                0.00406,                0.00406
                    182,                0.76994,                0.14407,                0.93997,                0.72003,                0.76409,                0.74219,                0.42156,                 1.4551,                0.21431,                0.89798,               0.004027,               0.004027,               0.004027
                    183,                0.82784,                0.14942,                0.95619,                0.73066,                0.76666,                0.75535,                0.44208,                 1.3984,                0.21091,                0.89735,               0.003994,               0.003994,               0.003994
                    184,                0.76605,                0.14269,                0.93755,                0.73787,                0.73435,                0.73402,                0.43825,                 1.4232,                0.21073,                 0.9056,               0.003961,               0.003961,               0.003961
                    185,                0.82804,                0.15495,                0.94264,                0.65869,                0.77536,                 0.7268,                0.42813,                 1.4399,                0.21033,                0.90337,               0.003928,               0.003928,               0.003928
                    186,                0.77629,                0.14433,                0.94021,                 0.7713,                0.73188,                0.77514,                0.47038,                 1.4374,                0.20084,                0.89714,               0.003895,               0.003895,               0.003895
                    187,                0.78208,                0.14316,                0.93832,                0.68242,                0.81159,                0.75549,                0.45009,                 1.4605,                0.19927,                0.91194,               0.003862,               0.003862,               0.003862
                    188,                0.79791,                0.14517,                0.94221,                0.72417,                0.75362,                0.77154,                0.46432,                 1.4155,                0.20202,                0.90836,               0.003829,               0.003829,               0.003829
                    189,                  0.767,                0.13974,                0.93485,                0.76692,                0.76812,                0.79028,                0.48447,                 1.3572,                0.19662,                0.89541,               0.003796,               0.003796,               0.003796
                    190,                0.82338,                 0.1512,                0.94402,                0.73104,                0.80435,                0.77229,                0.46606,                 1.4016,                0.20212,                0.89337,               0.003763,               0.003763,               0.003763
                    191,                0.77326,                0.14092,                0.94331,                0.71324,                0.77536,                0.76914,                0.45281,                 1.4779,                0.20688,                0.90704,                0.00373,                0.00373,                0.00373
                    192,                0.79434,                0.14694,                0.93448,                0.72071,                0.76812,                0.75954,                0.43972,                 1.4677,                0.20312,                0.90124,               0.003697,               0.003697,               0.003697
                    193,                0.79225,                0.14472,                0.94869,                0.71006,                0.83409,                0.72582,                0.42971,                 1.4867,                0.21055,                 0.8996,               0.003664,               0.003664,               0.003664
                    194,                0.77105,                0.14179,                0.93338,                0.69868,                0.76087,                0.72999,                 0.4287,                 1.4393,                0.21525,                0.91042,               0.003631,               0.003631,               0.003631
                    195,                0.77368,                0.14062,                0.94342,                0.64677,                0.76956,                0.73771,                0.43045,                 1.4664,                0.21138,                0.91156,               0.003598,               0.003598,               0.003598
                    196,                0.77366,                 0.1392,                0.94268,                0.76648,                0.76812,                0.77344,                0.44963,                  1.441,                 0.2089,                0.89807,               0.003565,               0.003565,               0.003565
                    197,                0.79028,                0.14018,                0.94173,                0.76077,                0.76048,                0.77764,                0.45901,                 1.3956,                0.20505,                0.89493,               0.003532,               0.003532,               0.003532
                    198,                0.76704,                0.13864,                0.93752,                0.74608,                0.75362,                0.74534,                0.43019,                 1.4593,                0.21079,                0.90869,               0.003499,               0.003499,               0.003499
                    199,                0.77414,                0.14093,                0.94296,                0.69809,                0.71739,                0.72441,                0.43658,                 1.4576,                0.21358,                 0.9036,               0.003466,               0.003466,               0.003466
                    200,                0.78593,                0.14093,                0.93467,                 0.7243,                0.76812,                0.72962,                0.43477,                 1.4289,                0.21161,                0.90075,               0.003433,               0.003433,               0.003433
                    201,                0.79632,                0.14609,                 0.9458,                0.73341,                0.72464,                0.73929,                0.43648,                 1.4907,                0.21219,                0.91975,                 0.0034,                 0.0034,                 0.0034
                    202,                0.81401,                0.14664,                0.96146,                 0.7234,                0.77703,                0.75626,                0.44781,                 1.4907,                0.20769,                 0.9205,               0.003367,               0.003367,               0.003367
                    203,                0.75949,                0.14189,                0.93792,                0.68808,                0.81159,                0.76236,                0.44849,                 1.4872,                0.20496,                0.91824,               0.003334,               0.003334,               0.003334
                    204,                0.77559,                0.14012,                0.93863,                0.69939,                0.81159,                0.77439,                0.46438,                 1.4632,                0.19887,                0.89504,               0.003301,               0.003301,               0.003301
                    205,                0.75321,                0.13942,                0.94432,                0.67915,                0.81159,                0.76941,                0.46145,                 1.4293,                 0.2008,                0.90274,               0.003268,               0.003268,               0.003268
                    206,                0.75415,                0.13849,                0.93273,                0.69763,                0.74638,                0.73128,                0.42754,                 1.4602,                0.21073,                0.90557,               0.003235,               0.003235,               0.003235
                    207,                0.76335,                0.14025,                0.93128,                0.69076,                0.71739,                0.72957,                0.44428,                 1.4476,                0.21151,                0.89928,               0.003202,               0.003202,               0.003202
                    208,                0.73794,                0.13604,                0.93286,                0.72176,                0.73913,                0.74005,                0.43333,                  1.501,                0.21261,                0.91031,               0.003169,               0.003169,               0.003169
                    209,                0.74856,                0.13544,                0.92835,                0.72245,                0.69565,                0.72093,                0.42342,                 1.4787,                 0.2202,                0.90931,               0.003136,               0.003136,               0.003136
                    210,                0.76219,                0.13574,                0.93277,                0.71263,                0.74638,                0.74297,                0.44907,                 1.3947,                0.21701,                0.90094,               0.003103,               0.003103,               0.003103
                    211,                0.74704,                0.13726,                0.92855,                0.74705,                0.74904,                0.73622,                0.43986,                 1.4072,                 0.2107,                0.91075,                0.00307,                0.00307,                0.00307
                    212,                0.76681,                0.13921,                0.93443,                0.71389,                0.81884,                0.74064,                0.42278,                 1.4201,                 0.2097,                0.91897,               0.003037,               0.003037,               0.003037
                    213,                0.73594,                0.13534,                0.93436,                0.71894,                0.78986,                0.74601,                0.43272,                 1.3851,                 0.2044,                0.91641,               0.003004,               0.003004,               0.003004
                    214,                0.75898,                0.13698,                0.93026,                0.73467,                 0.7971,                0.73164,                0.41233,                 1.4144,                0.21365,                0.91207,               0.002971,               0.002971,               0.002971
                    215,                0.73632,                0.13532,                 0.9252,                0.73388,                0.80435,                0.73924,                0.42443,                 1.4193,                0.21138,                0.90676,               0.002938,               0.002938,               0.002938
                    216,                0.73701,                0.13336,                0.93136,                0.75917,                0.77668,                0.74727,                 0.4214,                 1.4737,                0.21189,                0.90593,               0.002905,               0.002905,               0.002905
                    217,                0.74648,                0.13261,                0.92645,                0.72926,                0.80029,                0.74622,                0.42592,                 1.4455,                0.22247,                0.90547,               0.002872,               0.002872,               0.002872
                    218,                0.74066,                0.13666,                0.93241,                0.79056,                 0.7659,                0.76251,                0.44335,                 1.4316,                0.20984,                0.90605,               0.002839,               0.002839,               0.002839
                    219,                0.77471,                0.13389,                0.94524,                0.75732,                0.76887,                0.76386,                0.45435,                 1.3892,                 0.1987,                0.90181,               0.002806,               0.002806,               0.002806
                    220,                0.73541,                0.12968,                0.93137,                 0.7258,                0.83333,                0.76354,                   0.45,                 1.4263,                0.20014,                0.90437,               0.002773,               0.002773,               0.002773
                    221,                0.74017,                0.12969,                0.92445,                0.78267,                 0.7568,                0.74603,                0.42756,                 1.4768,                0.21413,                0.91337,                0.00274,                0.00274,                0.00274
                    222,                0.74974,                0.13351,                0.94147,                0.75882,                 0.7971,                0.75698,                 0.4128,                  1.544,                0.21501,                0.92193,               0.002707,               0.002707,               0.002707
                    223,                0.70737,                 0.1284,                0.91662,                0.73874,                0.77864,                0.76213,                0.42412,                 1.5251,                0.21471,                0.92585,               0.002674,               0.002674,               0.002674
                    224,                0.73844,                0.13386,                0.92438,                0.72329,                0.79552,                0.74716,                0.42867,                 1.5001,                0.20771,                0.91519,               0.002641,               0.002641,               0.002641
                    225,                0.74544,                 0.1338,                0.93061,                0.70203,                0.81884,                0.76271,                 0.4511,                 1.4217,                0.20284,                 0.9023,               0.002608,               0.002608,               0.002608
                    226,                0.74064,                0.13034,                 0.9194,                0.71675,                0.73913,                0.74048,                0.43704,                 1.4179,                0.20466,                 0.9074,               0.002575,               0.002575,               0.002575
                    227,                0.72359,                 0.1296,                 0.9302,                 0.6898,                0.80572,                0.70819,                0.39492,                 1.5205,                0.21643,                0.91993,               0.002542,               0.002542,               0.002542
                    228,                0.71962,                0.12626,                0.92513,                 0.7591,                 0.7971,                0.76398,                0.44691,                 1.4573,                0.20515,                0.90426,               0.002509,               0.002509,               0.002509
                    229,                0.72248,                0.12977,                0.92666,                0.76545,                 0.7971,                0.76552,                 0.4424,                 1.4467,                0.20643,                 0.8988,               0.002476,               0.002476,               0.002476
                    230,                0.73978,                0.12692,                0.92516,                 0.7623,                0.81339,                0.77371,                0.46126,                 1.3977,                0.20363,                 0.8983,               0.002443,               0.002443,               0.002443
                    231,                0.73564,                0.12929,                 0.9275,                0.73119,                0.76874,                0.74743,                 0.4463,                 1.4447,                0.21175,                0.90328,                0.00241,                0.00241,                0.00241
                    232,                0.71296,                0.12558,                0.93032,                0.76796,                0.79142,                0.78809,                 0.4494,                  1.465,                0.20632,                0.90822,               0.002377,               0.002377,               0.002377
                    233,                0.71764,                0.12218,                0.91844,                0.75743,                0.78261,                0.76424,                0.44232,                 1.4705,                0.20952,                0.91603,               0.002344,               0.002344,               0.002344
                    234,                0.71777,                0.12649,                0.92537,                0.77301,                0.78969,                0.76621,                0.42778,                 1.4781,                0.21128,                0.92054,               0.002311,               0.002311,               0.002311
                    235,                0.71707,                0.12796,                0.92618,                0.74617,                0.78816,                0.76436,                0.41765,                 1.5238,                0.21998,                0.92123,               0.002278,               0.002278,               0.002278
                    236,                0.71697,                0.12682,                0.92666,                 0.7271,                0.83333,                0.75894,                 0.4319,                 1.4648,                0.21541,                0.91679,               0.002245,               0.002245,               0.002245
                    237,                0.70733,                0.12502,                 0.9224,                0.75621,                 0.7971,                0.76042,                0.43988,                 1.4132,                0.20456,                 0.9069,               0.002212,               0.002212,               0.002212
                    238,                0.69336,                0.12001,                0.91217,                0.74691,                0.77536,                0.74525,                0.42364,                 1.4359,                0.21268,                0.91565,               0.002179,               0.002179,               0.002179
                    239,                0.69872,                 0.1249,                0.91718,                0.71126,                0.76087,                0.72885,                0.41244,                 1.4761,                0.22159,                0.92308,               0.002146,               0.002146,               0.002146
                    240,                0.72221,                0.12902,                0.92055,                0.71687,                0.77061,                0.72808,                0.42773,                 1.4573,                  0.214,                0.92568,               0.002113,               0.002113,               0.002113
                    241,                0.73537,                0.12928,                0.92032,                0.77491,                0.77536,                0.75666,                  0.433,                 1.4491,                0.20814,                0.91906,                0.00208,                0.00208,                0.00208
                    242,                0.68532,                0.12379,                0.90809,                0.74968,                 0.7379,                0.71976,                0.39848,                 1.4486,                0.22351,                0.92531,               0.002047,               0.002047,               0.002047
                    243,                0.67745,                0.12155,                0.92319,                0.72799,                0.76812,                0.73977,                0.42937,                 1.4506,                0.20974,                0.92423,               0.002014,               0.002014,               0.002014
                    244,                0.70188,                0.12247,                0.91113,                 0.7324,                0.79334,                0.76007,                0.43717,                 1.4263,                0.21071,                0.91517,               0.001981,               0.001981,               0.001981
                    245,                0.70192,                0.12295,                0.91827,                 0.7856,                   0.77,                0.76733,                0.44356,                 1.4264,                0.21364,                 0.9189,               0.001948,               0.001948,               0.001948
                    246,                0.70569,                0.12258,                 0.9176,                0.77181,                0.78432,                0.77349,                0.42943,                 1.4797,                0.21448,                0.91667,               0.001915,               0.001915,               0.001915
                    247,                0.70991,                0.13369,                0.93903,                0.75219,                0.79183,                0.77601,                0.42373,                 1.5037,                0.20664,                0.91608,               0.001882,               0.001882,               0.001882
                    248,                0.69808,                0.12172,                0.91369,                0.76927,                0.81159,                0.76458,                0.44031,                 1.4644,                0.20812,                0.91238,               0.001849,               0.001849,               0.001849
                    249,                0.69096,                 0.1215,                 0.9167,                0.74933,                0.82317,                0.79476,                0.45943,                 1.4187,                0.20168,                0.91268,               0.001816,               0.001816,               0.001816
                    250,                0.68776,                0.11792,                0.90197,                  0.759,                0.83333,                0.79166,                0.46176,                 1.4055,                0.19873,                0.90237,               0.001783,               0.001783,               0.001783
                    251,                0.70882,                0.14664,                0.91397,                0.75869,                0.78261,                 0.7829,                0.44438,                 1.4511,                0.20471,                0.90918,                0.00175,                0.00175,                0.00175
                    252,                0.69682,                0.11946,                0.91884,                0.77306,                0.76087,                0.76805,                0.43451,                 1.4286,                0.20445,                0.90789,               0.001717,               0.001717,               0.001717
                    253,                0.70184,                0.11908,                0.91646,                0.76199,                0.74638,                0.76912,                0.43333,                 1.4257,                0.20849,                 0.9096,               0.001684,               0.001684,               0.001684
                    254,                0.69571,                0.11922,                 0.9129,                0.77207,                0.78548,                0.77752,                0.45857,                 1.4057,                0.20884,                0.91935,               0.001651,               0.001651,               0.001651
                    255,                0.67785,                0.12111,                 0.9154,                0.76008,                0.80351,                0.78542,                0.44897,                 1.4216,                0.20522,                0.92272,               0.001618,               0.001618,               0.001618
                    256,                0.69046,                0.12106,                0.91046,                0.76303,                0.81884,                 0.7908,                0.44957,                 1.4465,                0.20582,                0.92942,               0.001585,               0.001585,               0.001585
                    257,                0.68496,                0.11875,                0.91478,                0.77678,                0.78172,                0.77662,                0.44038,                 1.4613,                0.20702,                0.93092,               0.001552,               0.001552,               0.001552
                    258,                 0.6629,                0.11881,                0.90983,                0.73912,                0.78018,                0.75469,                0.41943,                  1.495,                0.21545,                0.93622,               0.001519,               0.001519,               0.001519
                    259,                0.66824,                0.11735,                0.90167,                0.74995,                0.78242,                0.74759,                0.41772,                 1.4797,                0.21777,                0.93531,               0.001486,               0.001486,               0.001486
                    260,                0.69981,                0.12143,                0.91781,                0.75642,                 0.7971,                 0.7646,                0.42197,                 1.4616,                0.21046,                0.92846,               0.001453,               0.001453,               0.001453
                    261,                0.66416,                 0.1179,                0.91395,                0.75914,                0.79938,                0.78303,                0.45403,                 1.4112,                0.20507,                0.92143,                0.00142,                0.00142,                0.00142
                    262,                0.66251,                0.11859,                0.90381,                0.74928,                0.81884,                0.78655,                0.45939,                 1.3914,                0.20205,                0.92098,               0.001387,               0.001387,               0.001387
                    263,                0.68823,                0.11978,                0.91491,                0.71899,                0.78986,                 0.7686,                0.44316,                 1.4345,                0.21547,                0.92244,               0.001354,               0.001354,               0.001354
                    264,                0.67069,                0.11976,                0.91098,                0.75739,                0.76087,                0.77139,                0.43411,                 1.4607,                0.21798,                0.92278,               0.001321,               0.001321,               0.001321
                    265,                0.64033,                0.11123,                0.90615,                0.71092,                0.81159,                0.77928,                0.45445,                 1.4213,                0.20943,                0.91825,               0.001288,               0.001288,               0.001288
                    266,                0.67388,                 0.1146,                0.91226,                0.76298,                0.80435,                0.78634,                0.45376,                 1.4468,                0.20812,                0.92195,               0.001255,               0.001255,               0.001255
                    267,                0.64031,                0.11047,                0.90059,                0.79575,                0.76226,                0.76982,                0.42632,                 1.4814,                0.21467,                0.92286,               0.001222,               0.001222,               0.001222
                    268,                0.65684,                0.11331,                0.91087,                0.75746,                0.76812,                0.76948,                0.43782,                 1.4332,                 0.2094,                0.92686,               0.001189,               0.001189,               0.001189
                    269,                 0.6668,                0.11519,                0.91079,                0.77726,                 0.7839,                0.76826,                0.43424,                 1.4414,                0.20917,                0.92265,               0.001156,               0.001156,               0.001156
                    270,                0.63343,                0.10982,                0.90318,                0.76288,                 0.7971,                0.77033,                0.43229,                 1.4734,                 0.2116,                0.92212,               0.001123,               0.001123,               0.001123
                    271,                0.66925,                0.11474,                0.91614,                0.74746,                0.81501,                 0.7753,                0.44379,                  1.455,                0.21026,                0.91959,                0.00109,                0.00109,                0.00109
                    272,                0.63412,                0.11166,                0.90457,                0.76115,                0.83333,                0.78889,                0.45897,                 1.4227,                0.19967,                0.91155,               0.001057,               0.001057,               0.001057
                    273,                0.66118,                0.11393,                0.90914,                0.80045,                0.81387,                0.80661,                0.48122,                 1.3818,                0.19473,                0.90457,               0.001024,               0.001024,               0.001024
                    274,                0.64628,                0.11375,                 0.9125,                0.77743,                0.83333,                 0.8047,                0.48101,                 1.3845,                0.19398,                0.90831,               0.000991,               0.000991,               0.000991
                    275,                 0.6549,                 0.1117,                0.89927,                0.76207,                0.83333,                0.78821,                0.47268,                 1.3957,                0.19607,                 0.9157,               0.000958,               0.000958,               0.000958
                    276,                0.66622,                0.11474,                 0.9059,                0.74917,                0.80082,                0.78605,                0.46947,                 1.3873,                0.20086,                0.90964,               0.000925,               0.000925,               0.000925
                    277,                0.63654,                0.11219,                0.89925,                0.71499,                0.81806,                0.77278,                0.46167,                 1.4195,                0.20584,                0.91046,               0.000892,               0.000892,               0.000892
                    278,                0.64649,                0.11381,                0.90109,                0.74172,                 0.7971,                0.77511,                0.46388,                 1.4172,                  0.204,                0.91543,               0.000859,               0.000859,               0.000859
                    279,                0.65921,                 0.1112,                0.90579,                0.70751,                0.82385,                0.77013,                0.46685,                 1.3917,                0.20012,                0.91453,               0.000826,               0.000826,               0.000826
                    280,                0.62548,                0.11009,                0.90064,                0.71436,                0.76087,                0.76774,                0.46178,                 1.4039,                0.20324,                 0.9168,               0.000793,               0.000793,               0.000793
                    281,                0.63705,                0.10632,                0.90685,                 0.7305,                0.80534,                0.77019,                 0.4529,                 1.4302,                 0.2045,                0.92001,                0.00076,                0.00076,                0.00076
                    282,                0.64902,                0.11046,                0.89809,                0.74452,                 0.7971,                0.77634,                0.44045,                 1.4545,                0.21047,                0.92619,               0.000727,               0.000727,               0.000727
                    283,                0.62805,                0.10963,                 0.8988,                 0.7674,                0.78986,                0.77107,                0.43256,                 1.4806,                0.21406,                0.93581,               0.000694,               0.000694,               0.000694
                    284,                0.66131,                0.11836,                0.90714,                0.77124,                0.76087,                0.76561,                0.43085,                 1.4838,                0.21323,                0.92966,               0.000661,               0.000661,               0.000661
                    285,                0.65047,                0.11194,                0.89705,                0.75659,                 0.7971,                0.77839,                0.43861,                 1.4833,                0.20616,                0.92694,               0.000628,               0.000628,               0.000628
                    286,                0.63172,                0.10927,                0.90383,                0.75115,                 0.8093,                0.77918,                0.44055,                 1.4913,                0.20456,                0.93027,               0.000595,               0.000595,               0.000595
                    287,                0.62139,                0.10605,                0.89616,                0.75964,                0.80155,                0.77815,                0.44069,                 1.4913,                0.20444,                0.93048,               0.000562,               0.000562,               0.000562
                    288,                0.62824,                0.10717,                0.90728,                0.77946,                0.78986,                0.78196,                0.44372,                  1.473,                 0.2049,                0.92693,               0.000529,               0.000529,               0.000529
                    289,                0.61555,                0.10731,                 0.8915,                0.77916,                0.81159,                 0.7789,                0.44389,                 1.4574,                0.20397,                0.92748,               0.000496,               0.000496,               0.000496
                    290,                0.70817,                0.11408,                0.91298,                0.79238,                 0.7971,                   0.79,                0.46531,                 1.4184,                0.19533,                 0.9225,               0.000463,               0.000463,               0.000463
                    291,                0.71964,                 0.1112,                0.91399,                0.80822,                0.79401,                0.79624,                0.46406,                 1.4284,                0.20039,                0.92576,                0.00043,                0.00043,                0.00043
                    292,                0.67818,                0.10656,                0.90879,                0.80003,                0.78276,                0.79215,                0.46187,                 1.4182,                0.20242,                0.92489,               0.000397,               0.000397,               0.000397
                    293,                0.65767,                0.10392,                0.89788,                0.78363,                0.78261,                0.79267,                0.46784,                  1.396,                0.20139,                 0.9202,               0.000364,               0.000364,               0.000364
                    294,                 0.6849,                0.10643,                0.90172,                0.78626,                0.78986,                0.79622,                0.47445,                 1.3864,                0.20471,                0.91628,               0.000331,               0.000331,               0.000331
                    295,                0.67859,                 0.1065,                 0.9002,                0.77175,                0.80435,                0.79562,                0.46437,                 1.3983,                0.20321,                0.91464,               0.000298,               0.000298,               0.000298
                    296,                0.65392,                0.10963,                0.89166,                0.78339,                0.81243,                 0.7884,                0.46449,                 1.4064,                0.20214,                  0.915,               0.000265,               0.000265,               0.000265
                    297,                0.68821,                0.11028,                0.90848,                0.78343,                0.81884,                0.79067,                0.47231,                 1.4074,                  0.202,                0.91456,               0.000232,               0.000232,               0.000232
                    298,                0.66336,                0.10418,                0.91391,                0.78544,                 0.7693,                0.77162,                0.47057,                 1.4059,                0.19845,                0.91399,               0.000199,               0.000199,               0.000199
                    299,                 0.6543,                0.10528,                 0.8973,                0.77739,                0.80435,                0.78575,                0.46647,                 1.4177,                0.19804,                0.91499,               0.000166,               0.000166,               0.000166
